network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
PB,B049,EH,40.2375,-123.8197,117.0,800.0,manual,0.44,14.56999969482422,1821.0,manual,0.0,nc72395330,2015-02-16 11:17:27.800000,,40.684,-124.6512,,,,11.1,,2.6,md,,,0.7757,86.1,305.2,[40.90000153 43.29999924 39.59999847],[[2386.]],2015-02-16 11:17:34.370000,earthquake_local,B049.PB_20150216111734_EV
TA,214A,HH,31.9559,-112.8115,543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-12 07:10:00,noise,214A.TA_201706120710_NO
7F,ARK2,EH,35.334099,-92.298203,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-23 11:21:06,noise,ARK2.7F_20100723112106_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,700.0,manual,0.67,1.2000000476837158,790.0,manual,0.0,hv61696126,2017-04-14 16:22:58.850000,,19.37083,-155.2825,,,,2.85,,1.14,md,,,0.01799,2.0,267.7,[27.79999924 29.39999962 37.        ],[[1760.]],2017-04-14 16:22:53.050000,earthquake_local,AHUD.HV_20170414162252_EV
PB,B065,EH,36.743667,-121.474167,643.0,800.0,manual,0.54,6.550000190734863,1303.0,manual,0.0,nc71804725,2012-07-01 02:32:20.890000,,36.5671667,-121.117,0.06,49.0,0.22,9.9,0.43,1.48,md,NC,,0.3369,37.46,121.6,[29.60000038 30.5        27.39999962],[[2402.]],2012-07-01 02:32:19.440000,earthquake_local,B065.PB_20120701023218_EV
AV,AUCH,BH,59.3626,-153.4447,916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 18:58:54,noise,AUCH.AV_20180115185854_NO
AK,ATKA,BH,52.2016,-174.1975,55.0,1000.0,manual,1.0,26.82999992370605,2996.0,manual,0.0,usc000twba,2015-03-03 19:01:24.000000,0.76,52.2231,-176.0211,0.38,,,150.5,5.4,2.7,ml,,,1.12225,124.57,270.3788,[23.10000038 25.29999924 17.89999962],[[4253.]],2015-03-03 19:01:40.830000,earthquake_local,ATKA.AK_20150303190140_EV
AK,BERG,BH,60.3932,-143.700394,624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 11:36:13,noise,BERG.AK_20180115113613_NO
PB,B065,EH,36.743667,-121.474167,643.0,800.0,manual,0.54,9.010000228881836,1495.0,manual,0.0,nc71944695,2013-02-26 22:16:19.110000,,36.43683,-121.017,,,,6.81,,2.4,md,,,0.4793,53.23,129.9,[37.40000153 37.90000153 34.5       ],[[3199.]],2013-02-26 22:16:20.120000,earthquake_local,B065.PB_20130226221619_EV
HT,ALN,HH,40.885,26.046,110.0,800.0,manual,0.5,22.0,2717.0,manual,0.5,603914202,2013-01-14 04:47:11.20,1.0,39.6786,25.5274,0.538,61.634,3.01489,11.48,,2.0,ml,,,1.28,141.03,17.9,[18.20000076 13.19999981 11.60000038],[[5900.]],2013-01-14 04:47:25.200000,earthquake_local,ALN.HT_20130114044724_EV
PB,B013,EH,47.813,-122.9108,75.3,800.0,manual,1.0,9.170000076293944,1511.0,manual,1.0,uw60571116,2013-08-13 11:07:33.190000,,47.33917,-122.7085,,,,19.62,,0.8,md,,,0.4935,54.84,164.0,[18.89999962 18.20000076 21.10000038],[[1992.]],2013-08-13 11:07:34.360000,earthquake_local,B013.PB_20130813110733_EV
AV,AKGG,BH,54.1979,-165.9936,326.0,799.0,autopicker,0.94,1.781000018119812,927.0,autopicker,0.88,ak17183062,2017-11-12 00:33:10.689000,,54.1819,-166.0418,,,,3.9,,0.6,ml,,,0.032,3.62,240.41,[21.10000038 20.20000076 19.39999962],[[2110.]],2017-11-12 00:33:04.480000,earthquake_local,AKGG.AV_20171112003303_EV
AV,AKS,EH,54.1095,-165.6987,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 09:12:18,noise,AKS.AV_20180115091218_NO
HV,ALEP,EH,19.541178,-155.644036,2894.0,803.0,autopicker,0.91,2.759999990463257,991.0,autopicker,0.81,hv60912941,2015-05-02 08:57:46.490000,,19.461,-155.595,,,,2.81,,0.73,md,,,0.0922,10.26,150.0,[18.70000076 15.5        21.20000076],[[2358.]],2015-05-02 08:57:41.220000,earthquake_local,ALEP.HV_20150502085740_EV
HL,ARG,BH,36.21356,28.12122,148.0,400.0,manual,0.5,12.350000381469728,1505.0,autopicker,0.81,13489673,2008-03-16 01:11:54.95,0.61,36.4093,28.8747,0.7475,124.633,5.9472,6.7,,3.4,md,,,0.64,71.07,252.5,[45.90000153 36.70000076 45.        ],[[3199.]],2008-03-16 01:12:03.300000,earthquake_local,ARG.HL_20080316011202_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,500.0,manual,0.66,2.640000104904175,726.0,manual,0.51,hv61839021,2017-07-17 19:46:35.040000,,19.309,-155.20933,,,,2.46,,2.35,ml,,,0.08054,8.96,140.8,[29.         31.         40.70000076],[[1904.]],2017-07-17 19:46:32.680000,earthquake_local,AHUD.HV_20170717194631_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,387.0,autopicker,0.87,1.600000023841858,559.0,autopicker,0.84,hv70410432,2018-07-12 04:42:16.110000,,19.42217,-155.27451,,,,0.91,,2.18,ml,,,0.0514,5.72,348.0,[19.89999962 24.10000038 29.        ],[[1462.]],2018-07-12 04:42:13.840000,earthquake_local,AHUD.HV_20180712044212_EV
HL,ARG,SH,36.21356,28.12122,148.0,500.0,manual,0.5,14.109999656677246,1688.0,autopicker,0.66,16148384,2010-11-01 15:43:59.19,1.07,36.9445,28.2518,0.8017,47.558,2.53634,3.19,,3.5,mb,,,0.73,81.95,188.0,[36.70000076 39.         39.20000076],[[5431.]],2010-11-01 15:44:08.300000,earthquake_local,ARG.HL_20101101154407_EV
NC,BPRB,HN,36.40721,-121.73067,738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-10 21:11:00,noise,BPRB.NC_201708102111_NO
AE,BABIT,HH,35.745548,-112.422218,1693.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 03:35:36,noise,BABIT.AE_20180116033536_NO
AV,ANCK,BH,58.1981,-155.4961,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-16 00:16:00,noise,ANCK.AV_201708160016_NO
HV,ALEP,EH,19.541178,-155.644036,2894.0,700.0,manual,0.67,3.140000104904175,916.0,manual,0.51,hv61719366,2017-04-28 14:00:28.780000,,19.43233,-155.61067,,,,2.86,,2.44,ml,,,0.1128,12.55,163.9,[49.  50.  47.5],[[2264.]],2017-04-28 14:00:24.920000,earthquake_local,ALEP.HV_20170428140023_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,903.0,autopicker,0.91,1.2899999618530271,1024.0,autopicker,0.98,hv70239937,2018-06-06 15:57:29.220000,,19.39783,-155.2765,,,,1.53,,2.14,ml,,,0.02888,3.21,334.0,[21.20000076 20.5        28.29999924],[[2290.]],2018-06-06 15:57:21.480000,earthquake_local,AHUD.HV_20180606155720_EV
AE,BABIT,HH,35.745548,-112.422218,1693.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 18:35:06,noise,BABIT.AE_20180116183506_NO
AV,AMKA,BH,51.3771,179.3,116.0,600.0,manual,0.95,7.425000190734863,1213.8,manual,0.67,ak012ais73gw,2012-08-16 03:57:48.641000,,51.0532,179.2583,0.33,,0.0,15.8,0.8,2.4,ml,,,0.325,36.15,184.6,[37.40000153 36.79999924 29.20000076],[[2489.]],2012-08-16 03:57:50.066000,earthquake_local,AMKA.AV_20120816035749_EV
IC,BJT,BH,40.0183,116.1679,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 02:49:24,noise,BJT.IC_20180115024924_NO
PB,B039,EH,41.4667,-122.4847,923.9,400.0,manual,0.0,9.420000076293944,1093.0,manual,0.59,nc72642911,2016-05-29 02:42:12.620000,,41.91633,-122.30533,,,,15.45,,1.67,md,,,0.4703,52.12,16.6,[25.29999924 25.39999962 16.39999962],[[2321.]],2016-05-29 02:42:18.040000,earthquake_local,B039.PB_20160529024217_EV
GM,AC07,HH,37.428138,-122.175692,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-09 07:39:00,noise,AC07.GM_201710090739_NO
C1,AP01,HH,-18.3708,-70.3419,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-05 21:43:00,noise,AP01.C1_201411052143_NO
HV,AIND,HH,19.372067,-155.457228,1524.0,700.0,manual,0.64,9.550000190734863,1335.0,manual,0.0,hv61841971,2017-07-20 08:08:32.250000,,19.88617,-155.59033,,,,26.2,,1.91,md,,,0.5266,58.6,346.3,[17.20000076 11.39999962 12.39999962],[[3199.]],2017-07-20 08:08:34.800000,earthquake_local,AIND.HV_20170720080833_EV
HP,AMT,HH,37.5324,21.7089,482.0,500.0,manual,0.5,8.5600004196167,1070.0,manual,0.5,14757480,2010-04-24 20:56:53.04,0.83,37.8509,22.0641,0.5116,63.098,2.30647,11.41,,2.9,ml,,,0.42,47.23,221.7,[39.90000153 35.         46.20000076],[[2645.]],2010-04-24 20:56:56.600000,earthquake_local,AMT.HP_20100424205655_EV
C1,AP01,HH,-18.3708,-70.3419,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-26 19:32:00,noise,AP01.C1_201603261932_NO
AT,AKUT,BH,54.13517,-165.77185,19.2,400.0,manual,0.5,14.829999923706056,1351.0,manual,0.5,603987882,2013-09-17 21:36:59.89,1.23,53.8346,-164.7661,1.2808,182.327,,72.25,,4.0,mb,,,0.67,73.97,297.3,[60.29999924 60.         51.70000076],[[4404.]],2013-09-17 21:37:10.720000,earthquake_local,AKUT.AT_20130917213709_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,397.0,autopicker,0.9,1.5499999523162842,564.0,autopicker,0.53,hv70450172,2018-07-20 12:37:00.780000,,19.41233,-155.2785,,,,0.78,,1.84,ml,,,0.04297,4.78,340.0,[27.10000038 25.89999962 27.79999924],[[1461.]],2018-07-20 12:36:58.360000,earthquake_local,AHUD.HV_20180720123657_EV
PB,B065,EH,36.743667,-121.474167,643.0,600.0,manual,0.68,1.2599999904632568,701.0,manual,0.51,nc71508870,2011-01-12 08:54:00.580000,,36.773,-121.4971667,0.2,36.0,0.25,6.18,0.41,1.94,md,NC,,0.03514,3.85,327.9,[30.29999924 32.5        31.20000076],[[1092.]],2011-01-12 08:53:55.840000,earthquake_local,B065.PB_20110112085354_EV
PB,B066,EH,36.857533,-121.592167,67.0,400.0,manual,0.68,4.960000038146973,812.0,autopicker,0.6,nc71502595,2010-12-29 03:30:55.950000,,37.105,-121.574,,176.0,,3.2,0.49,2.1,md,,,0.2486,27.56,3.2,[40.29999924 35.29999924 33.09999847],[[1666.]],2010-12-29 03:30:56.910000,earthquake_local,B066.PB_20101229033055_EV
7F,ARK2,EH,35.3341,-92.2982,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-27 10:08:00,noise,ARK2.7F_201101271008_NO
AV,AUSB,BH,59.333,-153.4284,230.0,500.0,manual,0.95,12.520000457763672,1507.4,manual,0.44,ak16383466,2017-07-30 03:39:59.385000,,59.5741,-152.7075,,,,77.3,,1.6,ml,,,0.439,48.92,56.96,[33.20000076 27.         28.79999924],[[2244.]],2017-07-30 03:40:06.905000,earthquake_local,AUSB.AV_20170730034005_EV
MN,AQU,HH,42.354,13.405,710.0,900.0,manual,0.5,23.600000381469727,3025.0,manual,0.5,3516222,2002-10-31 22:56:55.04,0.37,41.7729,14.9064,1.3354,61.598,3.3717,10.39,,3.3,ml,,,1.26,140.03,297.9,[18.60000038 20.10000038 21.89999962],[[5900.]],2002-10-31 22:57:09.640000,earthquake_local,AQU.MN_20021031225708_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-31 19:32:00,noise,AHUD.HV_201303311932_NO
CO,BIRD,HH,34.645,-80.4615,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 06:16:36,noise,BIRD.CO_20180116061636_NO
GM,AC07,HH,37.428138,-122.175692,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-08 15:56:00,noise,AC07.GM_201710081556_NO
7F,ARK1,EH,35.266602,-92.403503,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-30 18:06:24,noise,ARK1.7F_20100730180624_NO
PB,B040,EH,41.8308,-122.40383,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-04-18 11:31:00,noise,B040.PB_201304181131_NO
AE,113A,HH,32.768299,-113.766701,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 08:37:18,noise,113A.AE_20180116083718_NO
PB,B058,EH,36.7995,-121.5808,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-12 06:14:00,noise,B058.PB_201004120614_NO
PB,B065,EH,36.743667,-121.474167,643.0,400.0,manual,0.63,4.519999980926514,745.0,manual,0.55,nc72297686,2014-09-13 05:54:39.740000,,36.62167,-121.23083,,,,6.19,,0.9,md,,,0.2306,25.62,122.0,[26.5        27.29999924 22.10000038],[[1876.]],2014-09-13 05:54:40.260000,earthquake_local,B065.PB_20140913055439_EV
CI,BFS,HH,34.238831,-117.658531,1312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 05:19:12,noise,BFS.CI_20180115051912_NO
AK,ATKA,BH,52.2016,-174.1975,55.0,700.0,manual,0.5,28.32999992370605,2721.0,autopicker,0.78,604087246,2014-03-02 16:10:25.59,1.11,50.9613,-176.0288,0.9612,227.536,,28.0,,4.0,mb,,,1.69,187.49,41.9,[15.30000019 23.60000038  9.69999981],[[5356.]],2014-03-02 16:10:46.920000,earthquake_local,ATKA.AK_20140302161045_EV
PB,B011,EH,48.649543,-123.448192,22.0,600.0,manual,1.0,4.340000152587891,940.0,manual,0.96,uw60406847,2012-05-27 21:57:20.790000,,48.6373,-123.1257,,159.0,,12.7,0.68,0.38,md,,[[110.  85. 110.]],0.2143,23.81,93.0,[20.5        24.         19.29999924],[[1791.]],2012-05-27 21:57:19.130000,earthquake_local,B011.PB_20120527215718_EV
PB,B058,EH,36.7995,-121.5808,114.2,600.0,manual,0.73,3.4600000381469727,852.0,manual,0.53,nc72808421,2017-05-30 22:45:56.340000,,36.95883,-121.58267,,,,5.6,,1.6,md,,,0.159,17.68,359.5,[36.70000076 35.29999924 29.5       ],[[1669.]],2017-05-30 22:45:53.800000,earthquake_local,B058.PB_20170530224552_EV
AV,ANPB,EH,56.8016,-158.2829,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 02:25:36,noise,ANPB.AV_20180116022536_NO
PB,B065,EH,36.743667,-121.474167,643.0,800.0,manual,0.68,2.109999895095825,943.0,manual,0.0,nc71529980,2011-02-28 17:18:48.400000,,36.7835,-121.4128333,0.21,70.0,0.64,10.38,0.89,0.97,md,NC,,0.06306,7.04,51.0,[30.79999924 31.10000038 27.60000038],[[2172.]],2011-02-28 17:18:42.510000,earthquake_local,B065.PB_20110228171841_EV
TA,218A,BH,31.9737,-110.0464,1486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-07-08 06:48:00,noise,218A.TA_200707080648_NO
PB,B024,EH,45.6378,-123.8558,37.7,400.0,manual,1.0,8.640000343322754,1043.0,manual,0.85,uw61130367,2016-04-25 13:04:03.060000,,45.44867,-123.31867,,,,19.83,,1.69,ml,,,0.4222,46.92,116.9,[27.70000076 29.         18.5       ],[[1933.]],2016-04-25 13:04:07.700000,earthquake_local,B024.PB_20160425130406_EV
NC,BPRB,HN,36.40721,-121.73067,738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-12 09:33:00,noise,BPRB.NC_201710120933_NO
PB,B046,EH,40.32197,-124.2843,44.0,500.0,manual,0.64,4.760000228881836,874.0,manual,0.64,nc72468091,2015-06-18 06:47:58.430000,,40.375,-124.49267,,,,17.45,,1.82,md,,,0.1676,18.66,288.5,[42.         47.         39.20000076],[[1478.]],2015-06-18 06:47:58.190000,earthquake_local,B046.PB_20150618064757_EV
C1,AY03,HH,-47.253042,-72.590769,206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 06:08:54,noise,AY03.C1_20180115060854_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,899.0,autopicker,0.89,1.6200000047683716,1048.0,autopicker,0.53,hv70453052,2018-07-21 02:49:40.540000,,19.4105,-155.27983,,,,1.08,,2.36,ml,,,0.0417,4.64,338.0,[34.40000153 31.5        33.09999847],[[2394.]],2018-07-21 02:49:33.170000,earthquake_local,AHUD.HV_20180721024932_EV
LD,ASNY,HH,44.39812,-73.8103,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-20 04:57:00,noise,ASNY.LD_201709200457_NO
PB,B058,EH,36.7995,-121.5808,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-10 11:34:00,noise,B058.PB_201612101134_NO
PB,B013,EH,47.813,-122.9108,75.3,800.0,manual,0.99,1.6200000047683716,976.0,manual,0.97,uw60812071,2014-06-18 16:08:10.490000,,47.81417,-123.032,,,,4.55,,0.26,md,,,0.0817,9.08,270.8,[13.10000038 14.          2.9000001 ],[[1421.]],2014-06-18 16:08:04.110000,earthquake_local,B013.PB_20140618160803_EV
AV,AMKA,BH,51.3771,179.3,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 18:19:00,noise,AMKA.AV_20180116181900_NO
PB,B049,EH,40.2375,-123.8197,117.0,400.0,manual,0.74,5.099999904632568,810.0,manual,0.62,nc72503886,2015-08-10 07:02:49.670000,,40.07517,-123.741,,,,20.45,,1.83,md,,,0.173,19.23,159.7,[56.5        54.70000076 45.59999847],[[1402.]],2015-08-10 07:02:50.770000,earthquake_local,B049.PB_20150810070249_EV
PB,B023,EH,46.1112,-123.0787,177.4,700.0,manual,0.5,19.43000030517578,2215.0,autopicker,0.88,606596171,2015-01-26 02:36:35.71,0.77,46.8462,-121.9254,0.9159,22.55,2.08232,11.58,,2.6,ml,,,1.08,120.49,227.7,[25.60000038 32.70000076 24.10000038],[[5900.]],2015-01-26 02:36:48.140000,earthquake_local,B023.PB_20150126023647_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,404.0,autopicker,0.9,1.1399999856948853,496.0,autopicker,0.75,hv70104886,2018-05-02 01:20:14.990000,,19.384,-155.284,,,,1.43,,1.99,ml,,,0.023,2.56,302.0,[20.5        24.39999962 23.20000076],[[1176.]],2018-05-02 01:20:12.090000,earthquake_local,AHUD.HV_20180502012011_EV
PB,B065,EH,36.743667,-121.474167,643.0,800.0,manual,0.65,2.869999885559082,1016.0,manual,0.0,nc71964205,2013-04-01 08:00:43.050000,,36.85083,-121.58617,,,,5.07,,0.7,md,,,0.1396,15.54,320.1,[21.89999962 23.70000076 19.5       ],[[1632.]],2013-04-01 08:00:37.920000,earthquake_local,B065.PB_20130401080036_EV
TA,B05D,BH,48.2641,-122.096,153.0,400.0,manual,1.0,5.909999847412109,810.0,manual,0.7,uw60431936,2012-06-22 07:35:47.610000,,48.2416667,-121.6638333,0.2,86.0,0.45,5.84,0.98,0.92,md,UW,,0.2897,32.19,94.6,[19.89999962 16.39999962 21.20000076],[[2440.]],2012-06-22 07:35:49.520000,earthquake_local,B05D.TA_20120622073548_EV
PB,B001,EH,48.04307,-123.13141,237.0,900.0,manual,1.0,4.199999809265137,1250.0,manual,1.0,uw60744236,2014-04-18 12:23:38.230000,,47.97817,-122.91217,,,,19.87,,0.9,md,,,0.1609,17.88,114.0,[17.79999924 14.10000038 13.80000019],[[1913.]],2014-04-18 12:23:33.430000,earthquake_local,B001.PB_20140418122332_EV
HV,AIND,HH,19.372067,-155.457228,1524.0,800.0,manual,0.64,9.279999732971191,1549.0,manual,0.0,hv61819166,2017-07-01 09:42:38.880000,,18.8925,-155.2855,,,,12.16,,1.55,md,,,0.5039,56.08,161.3,[22.20000076 15.39999962 15.69999981],[[3199.]],2017-07-01 09:42:40.160000,earthquake_local,AIND.HV_20170701094239_EV
GO,AKH,HH,41.41,43.4929,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-30 20:10:00,noise,AKH.GO_201209302010_NO
PB,B045,EH,40.436,-123.9965,29.4,500.0,manual,0.58,9.239999771118164,1216.0,manual,0.58,nc71690070,2011-12-10 06:51:44.500000,,40.769,-124.3583333,0.05,203.0,0.37,19.34,0.51,2.14,md,NC,,0.4324,48.01,320.5,[56.         52.90000153 42.79999924],[[1676.]],2011-12-10 06:51:48.740000,earthquake_local,B045.PB_20111210065147_EV
CN,A16,HH,47.468,-70.0096,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 21:09:06,noise,A16.CN_20180115210906_NO
AT,AKUT,BH,54.13517,-165.77185,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-01 10:21:00,noise,AKUT.AT_200802011021_NO
CI,ADO,HH,34.550461,-117.433907,908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 22:19:48,noise,ADO.CI_20180116221948_NO
AV,ACH,BH,58.21,-155.3281,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 03:01:18,noise,ACH.AV_20180115030118_NO
ZQ,AAM2,HH,-26.473,27.491,1555.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-12 19:45:00,noise,AAM2.ZQ_200805121945_NO
PB,B011,EH,48.649543,-123.448192,22.0,600.0,manual,1.0,4.409999847412109,929.0,manual,0.99,uw61046046,2015-06-24 20:33:01.020000,,48.7285,-123.18167,,,,16.51,,0.54,md,,,0.1935,21.5,65.8,[28.         25.29999924 23.70000076],[[1653.]],2015-06-24 20:32:59.430000,earthquake_local,B011.PB_20150624203258_EV
C1,AP01,HH,-18.3708,-70.3419,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-18 18:29:00,noise,AP01.C1_201711181829_NO
LD,ALLY,HH,41.6492,-80.144798,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 19:08:42,noise,ALLY.LD_20180116190842_NO
NC,BPRB,HN,36.40721,-121.73067,738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-09 04:17:00,noise,BPRB.NC_201807090417_NO
TA,148A,BH,32.6469,-87.571,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-24 10:13:00,noise,148A.TA_201209241013_NO
AT,AKUT,BH,54.13517,-165.77185,19.2,700.0,manual,0.74,14.053000450134276,1749.9,manual,0.94,ak16329701,2017-07-12 10:55:38.135000,,54.0647,-164.7992,,,,69.4,,1.7,ml,,,0.575,64.11,97.44,[22.60000038 19.60000038  8.30000019],[[2512.]],2017-07-12 10:55:45.188000,earthquake_local,AKUT.AT_20170712105544_EV
HV,AIND,HH,19.372067,-155.457228,1524.0,800.0,manual,0.58,6.980000019073486,1320.0,manual,0.0,hv61787336,2017-06-05 12:24:12.650000,,19.127,-155.42283,,,,37.46,,1.74,md,,,0.2459,27.37,172.5,[16.79999924 17.10000038 12.10000038],[[2184.]],2017-06-05 12:24:11.630000,earthquake_local,AIND.HV_20170605122410_EV
DK,ANGG,HH,65.616302,-37.6371,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 22:02:18,noise,ANGG.DK_20180115220218_NO
PB,B023,EH,46.1112,-123.0787,177.4,700.0,manual,0.85,8.819999694824219,1406.0,manual,0.83,uw60431316,2012-06-20 21:07:02.260000,,46.0398333,-122.3983333,0.15,201.0,0.78,17.82,1.09,1.09,md,UW,,0.479,53.23,98.8,[17.         14.39999962 13.        ],[[2180.]],2012-06-20 21:07:04.080000,earthquake_local,B023.PB_20120620210703_EV
CN,A11,HH,47.2431,-70.1969,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 09:00:24,noise,A11.CN_20180115090024_NO
HL,ATH,HH,37.97384,23.71767,93.0,800.0,manual,0.5,5.730000019073486,1115.0,manual,0.5,601815418,2012-03-13 19:58:42.27,0.87,37.7908,23.9374,0.5026,71.908,3.31742,11.66,,2.9,ml,,,0.25,28.04,316.1,[38.         31.79999924 34.70000076],[[2860.]],2012-03-13 19:58:40,earthquake_local,ATH.HL_20120313195839_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,601.0,autopicker,0.91,1.409999966621399,703.0,autopicker,1.0,hv70492112,2018-07-29 07:05:51.850000,,19.4085,-155.26283,,,,1.38,,2.11,ml,,,0.03675,4.09,2.0,[31.60000038 29.39999962 39.79999924],[[1610.]],2018-07-29 07:05:47.250000,earthquake_local,AHUD.HV_20180729070546_EV
KO,BALB,HH,39.639999,27.879999,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 11:23:54,noise,BALB.KO_20180115112354_NO
AV,ACH,BH,58.21,-155.3281,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 20:01:12,noise,ACH.AV_20180116200112_NO
7F,ARK1,EH,35.266602,-92.403503,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-28 05:19:54,noise,ARK1.7F_20100728051954_NO
PB,B017,EH,46.996,-123.5575,33.9,500.0,manual,1.0,7.699999809265137,1118.0,manual,0.88,uw60988631,2015-03-24 20:41:42.680000,,47.24417,-123.49483,,,,41.46,,1.68,ml,,,0.2519,28.0,9.7,[18.60000038 24.70000076 11.80000019],[[2061.]],2015-03-24 20:41:45.380000,earthquake_local,B017.PB_20150324204144_EV
C1,AC05,HH,-28.836377,-70.273777,1227.0,900.0,manual,0.5,17.549999237060547,2143.0,manual,0.5,607181357,2015-03-21 16:31:29.51,0.7,-28.7373,-69.7345,1.532,81.535,,107.06,,4.0,mb,,,0.48,53.79,258.1,[75.40000153 75.69999695 75.30000305],[[5900.]],2015-03-21 16:31:38.060000,earthquake_local,AC05.C1_20150321163137_EV
AK,ATKA,BH,52.2016,-174.1975,55.0,600.0,manual,0.95,9.227999687194824,1368.9,manual,0.64,ak011dgvhfhc,2011-10-20 18:51:04.968000,,51.803,-174.5295,0.47,,0.0,21.1,5.5,2.4,ml,,,0.45,49.87,207.09,[23.39999962 29.10000038 18.79999924],[[2299.]],2011-10-20 18:51:08.196000,earthquake_local,ATKA.AK_20111020185107_EV
PB,B001,EH,48.04307,-123.13141,237.0,600.0,manual,1.0,9.56999969482422,1357.0,manual,1.0,uw61020971,2015-05-22 07:13:58.310000,,48.46683,-123.22067,,,,41.43,,1.97,ml,,,0.4283,47.58,352.0,[42.59999847 41.29999924 29.        ],[[2023.]],2015-05-22 07:14:01.880000,earthquake_local,B001.PB_20150522071400_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,600.0,manual,0.6,1.4700000286102295,702.0,manual,0.57,hv61657781,2017-03-23 16:15:42.310000,,19.35867,-155.29233,,,,2.42,,1.28,md,,,0.03013,3.35,244.7,[25.         30.29999924 30.89999962],[[1607.]],2017-03-23 16:15:37.780000,earthquake_local,AHUD.HV_20170323161536_EV
GM,AA12,HN,39.53523,-121.4669,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-27 20:47:00,noise,AA12.GM_201709272047_NO
